Date,Country,Affiliate,Regs,Ret_Day1,Ret_Day7,Complete_Tutorial,Spend,Depositors_D0,Deposits_D0,Deposit_Amount_D0,Deposits_D1,Depositors_D1,Deposit_Amount_D1,Deposits_D7,Depositors_D7,Deposit_Amount_D7,Deposits_D10,Depositors_D10,Deposit_Amount_D10,Deposits_D30,Depositors_D30,Deposit_Amount_D30
22/04/2020,Rest of the world,Affiliate_34,"1,339",443,184,"1,090","$4,106",6,7,$16,35,14,$169,47,16,$281,61,16,$443,98,20,$748
22/04/2020,Rest of the world,Affiliate_35,85,33,20,59,"$8,912",3,7,$57,20,6,$192,33,10,$297,45,10,$418,68,10,$573
22/04/2020,Rest of the world,Rest,633,177,55,498,"$3,554",3,8,$74,25,8,$276,35,9,$365,40,10,$404,62,14,$608
22/04/2020,Russia,Affiliate_26,"1,222",588,266,"1,156","$6,923",4,7,$20,33,12,$138,55,19,$236,71,20,$303,166,25,$815
22/04/2020,Russia,Affiliate_28,50,23,7,47,$85,0,0,$0,0,0,$0,0,0,$0,1,1,$2,2,2,$2
22/04/2020,Russia,Affiliate_30,281,150,62,267,"$2,093",4,4,$10,17,10,$33,39,13,$92,46,14,$128,81,19,$254
22/04/2020,Russia,Affiliate_31,1,1,1,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
22/04/2020,Russia,Affiliate_33,462,177,61,386,$882,0,0,$0,2,1,$7,5,4,$14,6,4,$28,23,6,$103
22/04/2020,Russia,Affiliate_34,744,319,151,732,"$3,032",4,4,$5,27,17,$32,55,21,$104,74,25,$137,132,32,$284
22/04/2020,Russia,Rest,159,51,27,130,$751,2,2,$3,4,3,$5,6,4,$18,6,5,$21,13,6,$41
22/04/2020,South Korea,Affiliate_27,3,0,0,1,$173,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
22/04/2020,South Korea,Affiliate_28,35,19,2,33,$402,0,0,$0,1,1,$1,1,1,$1,1,1,$1,1,1,$1
22/04/2020,South Korea,Rest,37,12,4,29,$751,1,2,$3,3,1,$20,4,2,$21,4,2,$21,4,2,$21
22/04/2020,Spain,Affiliate_26,27,7,3,20,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
22/04/2020,Spain,Affiliate_27,14,6,4,9,$418,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
22/04/2020,Spain,Affiliate_31,136,51,18,101,$104,0,0,$0,1,1,$0,1,1,$0,1,1,$0,1,1,$0
22/04/2020,Spain,Affiliate_34,83,32,11,73,$473,0,0,$0,0,0,$0,1,1,$2,1,1,$2,1,1,$2
22/04/2020,Spain,Rest,17,5,4,17,$106,0,0,$0,0,0,$0,0,0,$0,0,0,$0,1,1,$1
22/04/2020,UK,Affiliate_27,75,33,9,55,$911,1,1,$1,6,2,$28,9,3,$35,10,3,$36,22,3,$94
22/04/2020,UK,Affiliate_29,498,184,73,405,"$8,895",12,16,$105,77,26,$637,110,28,$768,125,29,$893,169,31,"$1,155"
22/04/2020,UK,Affiliate_31,1,0,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
22/04/2020,UK,Affiliate_33,160,58,20,111,"$1,201",1,1,$0,4,3,$7,5,4,$19,5,4,$19,6,4,$19
22/04/2020,UK,Affiliate_34,15,7,3,11,$139,0,0,$0,2,1,$1,2,1,$1,2,1,$1,5,1,$48
22/04/2020,UK,Affiliate_35,7,2,2,7,$486,0,0,$0,4,1,$20,5,1,$21,5,1,$21,5,1,$21
22/04/2020,UK,Rest,482,173,65,402,"$2,565",3,4,$5,9,5,$22,16,9,$57,25,10,$95,40,11,$205
22/04/2020,USA,Affiliate_26,631,283,114,547,"$10,256",14,22,$115,61,28,$383,81,29,$535,92,31,$602,119,33,$746
22/04/2020,USA,Affiliate_27,482,175,62,333,"$10,182",13,20,$186,42,20,$464,56,21,$628,63,23,$692,104,28,"$1,046"
22/04/2020,USA,Affiliate_28,219,79,24,188,"$6,377",1,1,$3,9,4,$61,16,7,$118,25,8,$203,32,8,$238
22/04/2020,USA,Affiliate_29,"3,131","1,037",397,"2,308","$73,762",75,145,"$1,391",443,135,"$4,931",626,153,"$6,473",750,167,"$7,668","1,260",183,"$13,480"
22/04/2020,USA,Affiliate_30,311,134,40,255,"$7,110",8,14,$160,44,19,$372,59,21,$451,67,22,$565,94,22,$851
22/04/2020,USA,Affiliate_31,845,339,153,698,"$29,970",22,39,$367,117,41,"$1,241",183,51,"$2,076",238,53,"$2,912",453,56,"$5,651"
22/04/2020,USA,Affiliate_32,256,95,39,187,"$24,675",14,32,$330,75,22,$868,99,24,"$1,080",113,24,"$1,304",178,26,"$2,074"
22/04/2020,USA,Affiliate_33,466,153,53,350,"$4,005",6,14,$201,28,8,$585,56,11,"$1,085",68,11,"$1,257",134,12,"$2,548"
22/04/2020,USA,Affiliate_34,723,209,74,606,"$11,651",6,10,$34,41,16,$320,60,18,$430,68,19,$497,103,20,$922
22/04/2020,USA,Affiliate_35,135,50,20,107,"$7,760",5,16,$234,45,12,$815,70,15,"$1,232",87,15,"$1,506",137,15,"$2,484"
22/04/2020,USA,Affiliate_36,142,58,14,107,$614,3,4,$5,11,5,$22,20,7,$80,21,7,$99,32,7,$218
22/04/2020,USA,Rest,"3,380",848,282,"2,270","$18,586",34,50,$440,168,71,"$1,617",237,79,"$2,313",277,83,"$2,958",562,99,"$7,078"
23/04/2020,Australia,Affiliate_27,37,15,2,32,$660,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,Australia,Affiliate_31,1,1,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,Australia,Affiliate_34,58,23,9,51,"$1,151",1,1,$1,4,2,$63,4,2,$63,4,2,$63,5,3,$64
23/04/2020,Australia,Rest,15,5,1,14,$195,1,2,$25,2,1,$25,2,1,$25,2,1,$25,2,1,$25
23/04/2020,Canada,Affiliate_27,43,11,5,31,$965,0,0,$0,0,0,$0,0,0,$0,0,0,$0,2,2,$1
23/04/2020,Canada,Affiliate_34,12,4,2,10,$231,1,1,$0,2,1,$1,2,1,$1,2,1,$1,5,1,$12
23/04/2020,Canada,Affiliate_35,4,0,0,5,$395,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,Canada,Rest,21,5,3,22,$314,0,0,$0,2,1,$4,9,2,$63,9,2,$63,16,2,$112
23/04/2020,France,Affiliate_26,"1,220",651,190,"1,070","$1,789",7,9,$32,32,20,$210,43,22,$303,48,23,$366,62,25,$646
23/04/2020,France,Affiliate_27,58,25,10,41,"$1,059",2,3,$12,7,4,$38,8,4,$57,9,4,$63,10,4,$64
23/04/2020,France,Affiliate_29,"1,213",437,168,"1,075","$11,460",19,33,$267,100,36,"$1,119",144,42,"$1,489",166,45,"$1,785",219,47,"$2,201"
23/04/2020,France,Affiliate_30,36,15,7,37,$241,1,1,$10,3,1,$11,6,1,$24,7,1,$37,11,1,$99
23/04/2020,France,Affiliate_31,156,79,24,141,"$2,055",1,1,$2,11,4,$37,12,5,$66,13,5,$68,17,6,$80
23/04/2020,France,Affiliate_34,8,3,2,5,$60,1,3,$15,3,1,$15,3,1,$15,3,1,$15,3,1,$15
23/04/2020,France,Affiliate_35,29,7,3,15,$531,1,2,$37,4,2,$62,4,2,$80,6,2,$122,10,2,$224
23/04/2020,France,Rest,94,35,18,75,"$1,084",1,1,$3,5,5,$56,8,7,$90,9,7,$90,13,7,$101
23/04/2020,Germany,Affiliate_26,15,4,2,12,$48,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,Germany,Affiliate_27,26,6,6,13,$468,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,Germany,Affiliate_29,518,177,70,383,"$9,472",10,14,$121,57,20,$622,98,24,"$1,050",111,25,"$1,273",250,27,"$4,249"
23/04/2020,Germany,Affiliate_30,38,20,6,35,$435,1,2,$3,4,2,$7,7,4,$10,7,4,$10,8,4,$11
23/04/2020,Germany,Affiliate_31,20,7,3,19,$0,0,0,$0,0,0,$0,1,1,$6,1,1,$6,1,1,$6
23/04/2020,Germany,Affiliate_33,17,4,3,11,$122,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,Germany,Affiliate_34,26,10,6,20,$559,1,1,$19,1,1,$19,1,1,$19,1,1,$19,2,2,$25
23/04/2020,Germany,Rest,75,25,16,83,$793,1,3,$51,27,3,$659,40,3,$860,49,3,$969,65,5,"$1,168"
23/04/2020,Japan,Affiliate_27,6,1,0,5,$736,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,Japan,Affiliate_34,1,1,0,1,$32,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,Japan,Rest,4,0,0,2,$58,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,Rest of the world,Affiliate_26,473,173,55,374,"$5,709",7,14,$262,39,10,$740,52,11,$918,57,12,"$1,039",93,14,"$1,782"
23/04/2020,Rest of the world,Affiliate_27,308,104,39,209,"$4,381",1,3,$22,23,11,$132,38,13,$190,44,13,$224,94,13,$695
23/04/2020,Rest of the world,Affiliate_28,747,201,38,541,"$3,038",0,0,$0,1,1,$1,2,2,$2,3,3,$5,12,5,$103
23/04/2020,Rest of the world,Affiliate_29,"2,229",834,325,"1,773","$43,165",49,68,$606,267,113,"$2,508",379,126,"$3,351",434,128,"$4,017",843,140,"$10,128"
23/04/2020,Rest of the world,Affiliate_30,565,178,69,388,"$3,800",5,8,$27,15,10,$43,26,13,$79,32,15,$99,65,19,$269
23/04/2020,Rest of the world,Affiliate_31,245,82,15,189,$0,0,0,$0,1,1,$6,1,1,$6,1,1,$6,1,1,$6
23/04/2020,Rest of the world,Affiliate_32,"2,322",779,342,"1,731","$69,407",65,100,$937,449,139,"$5,411",662,161,"$7,754",808,169,"$9,830","1,559",191,"$18,963"
23/04/2020,Rest of the world,Affiliate_33,"2,802",637,147,"1,533","$3,856",5,5,$19,13,9,$87,17,10,$123,19,10,$166,48,11,$481
23/04/2020,Rest of the world,Affiliate_34,"1,314",428,171,"1,040","$3,645",5,6,$49,31,11,$230,52,14,$502,74,14,"$1,080",171,21,"$2,413"
23/04/2020,Rest of the world,Affiliate_35,117,33,13,69,"$9,225",3,12,$202,25,4,$374,31,5,$458,40,6,$608,82,7,"$1,140"
23/04/2020,Rest of the world,Rest,531,148,58,397,"$3,153",1,1,$1,11,7,$56,14,9,$69,17,10,$80,29,12,$153
23/04/2020,Russia,Affiliate_26,997,470,214,939,"$4,351",8,11,$80,30,15,$157,49,20,$239,63,22,$273,144,26,$499
23/04/2020,Russia,Affiliate_28,46,20,4,41,$151,0,0,$0,0,0,$0,0,0,$0,2,1,$3,4,1,$4
23/04/2020,Russia,Affiliate_30,273,109,47,224,"$1,746",0,0,$0,19,9,$60,38,12,$111,50,12,$137,119,14,$396
23/04/2020,Russia,Affiliate_31,1,0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,Russia,Affiliate_33,236,79,20,189,$521,0,0,$0,3,2,$1,4,2,$5,8,2,$7,31,2,$36
23/04/2020,Russia,Affiliate_34,795,350,162,711,"$3,309",6,6,$22,31,15,$110,62,22,$201,84,24,$257,204,28,$610
23/04/2020,Russia,Rest,126,34,12,114,$658,1,2,$3,7,1,$13,10,1,$15,12,1,$18,16,1,$21
23/04/2020,South Korea,Affiliate_27,7,1,0,2,$165,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,South Korea,Affiliate_28,29,14,3,29,$310,0,0,$0,5,3,$79,5,3,$79,5,3,$79,6,3,$85
23/04/2020,South Korea,Rest,45,15,4,36,"$1,025",1,1,$9,3,2,$26,4,2,$52,4,2,$52,11,2,$170
23/04/2020,Spain,Affiliate_26,40,16,3,23,$34,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,Spain,Affiliate_27,22,9,5,17,$320,0,0,$0,1,1,$18,2,2,$19,2,2,$19,2,2,$19
23/04/2020,Spain,Affiliate_31,105,41,16,82,$179,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,Spain,Affiliate_34,80,23,11,60,$506,0,0,$0,1,1,$6,1,1,$6,1,1,$6,1,1,$6
23/04/2020,Spain,Rest,14,4,1,12,$94,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,UK,Affiliate_27,73,28,12,56,$732,2,3,$3,7,4,$13,12,4,$24,15,4,$40,21,5,$53
23/04/2020,UK,Affiliate_29,494,184,83,413,"$9,921",10,13,$74,39,20,$253,65,25,$364,90,25,$719,207,29,"$1,773"
23/04/2020,UK,Affiliate_33,113,49,10,89,$823,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,UK,Affiliate_34,15,5,2,18,$130,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,UK,Affiliate_35,3,2,0,5,$227,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
23/04/2020,UK,Rest,448,165,66,362,"$2,288",3,3,$33,10,7,$67,11,7,$86,12,8,$89,24,11,$118
23/04/2020,USA,Affiliate_26,516,239,100,458,"$3,988",11,27,$205,77,22,$530,133,26,"$1,073",156,30,"$1,416",250,35,"$2,648"
23/04/2020,USA,Affiliate_27,518,205,87,365,"$11,182",12,15,$85,91,29,$768,160,33,"$1,529",204,36,"$2,064",400,41,"$5,303"
23/04/2020,USA,Affiliate_28,285,113,36,237,"$4,116",3,10,$55,36,12,$219,51,13,$305,58,15,$389,142,19,"$1,677"
23/04/2020,USA,Affiliate_29,"2,741",897,347,"2,035","$58,909",51,74,$697,272,110,"$3,038",396,125,"$4,422",457,131,"$5,080",819,155,"$8,993"
23/04/2020,USA,Affiliate_30,319,142,39,293,"$6,585",12,25,$163,53,20,$456,81,26,$653,101,28,$861,146,28,"$1,292"
23/04/2020,USA,Affiliate_31,701,321,123,605,"$15,145",20,30,$238,116,40,"$1,106",174,42,"$1,795",199,44,"$2,147",384,48,"$4,598"
23/04/2020,USA,Affiliate_32,207,74,42,148,"$27,136",13,22,$176,81,20,$748,108,24,"$1,096",141,26,"$1,540",255,28,"$3,067"
23/04/2020,USA,Affiliate_33,381,125,33,278,"$2,882",2,4,$27,16,3,$176,18,3,$182,22,4,$247,37,5,$516
23/04/2020,USA,Affiliate_34,646,167,73,375,"$10,449",8,12,$96,66,24,$426,94,28,$690,129,28,$944,246,28,"$1,779"
23/04/2020,USA,Affiliate_35,152,60,22,113,"$7,815",13,22,$197,57,20,$504,75,21,$622,84,21,$660,122,22,$937
23/04/2020,USA,Affiliate_36,89,41,11,62,$456,3,4,$14,22,4,$87,34,4,$142,40,4,$164,67,5,$309
23/04/2020,USA,Rest,"5,312","1,267",410,"4,085","$18,017",50,72,$719,228,94,"$2,957",321,113,"$3,825",399,123,"$4,689",781,138,"$9,939"
24/04/2020,Australia,Affiliate_27,51,22,12,38,$780,3,5,$6,20,4,$37,20,4,$39,21,4,$44,24,4,$48
24/04/2020,Australia,Affiliate_34,33,10,5,21,$750,0,0,$0,1,1,$3,1,1,$3,1,1,$3,2,1,$9
24/04/2020,Australia,Rest,18,7,4,16,$179,1,3,$5,4,2,$8,5,2,$13,5,2,$13,8,2,$38
24/04/2020,Canada,Affiliate_27,42,9,7,27,"$1,141",2,4,$60,10,3,$87,15,3,$127,15,3,$127,15,3,$127
24/04/2020,Canada,Affiliate_34,7,3,2,4,$132,0,0,$0,3,2,$48,3,2,$48,3,2,$48,4,2,$83
24/04/2020,Canada,Affiliate_35,6,2,0,4,$436,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,Canada,Rest,15,4,1,12,$267,1,3,$20,8,1,$70,11,1,$83,12,1,$114,12,1,$115
24/04/2020,France,Affiliate_26,863,389,160,774,"$1,789",4,4,$2,16,11,$68,27,16,$105,39,18,$158,85,21,$750
24/04/2020,France,Affiliate_27,54,14,7,34,$917,0,0,$0,1,1,$19,1,1,$19,1,1,$19,1,1,$19
24/04/2020,France,Affiliate_29,"1,001",379,192,829,"$13,705",18,29,$361,107,45,"$1,193",160,54,"$1,692",195,57,"$2,119",297,63,"$3,363"
24/04/2020,France,Affiliate_30,33,18,7,31,$204,1,3,$6,3,1,$6,3,1,$6,4,1,$8,9,1,$24
24/04/2020,France,Affiliate_31,159,67,30,139,"$1,308",1,1,$6,18,6,$162,34,11,$244,47,11,$333,66,12,$500
24/04/2020,France,Affiliate_34,10,6,4,11,$108,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,France,Affiliate_35,25,11,3,21,$534,1,1,$18,1,1,$18,1,1,$18,1,1,$18,1,1,$18
24/04/2020,France,Rest,120,33,13,107,"$1,292",0,0,$0,4,4,$38,12,7,$141,17,7,$270,50,8,"$1,004"
24/04/2020,Germany,Affiliate_26,19,7,2,14,$48,1,1,$1,7,2,$57,12,2,$124,12,2,$124,20,2,$190
24/04/2020,Germany,Affiliate_27,22,7,4,17,$579,0,0,$0,1,1,$1,1,1,$1,1,1,$1,1,1,$1
24/04/2020,Germany,Affiliate_29,494,174,58,390,"$8,518",9,12,$91,39,25,$271,57,26,$386,86,28,$837,136,29,"$1,336"
24/04/2020,Germany,Affiliate_30,42,19,11,34,$462,0,0,$0,0,0,$0,2,2,$18,2,2,$18,2,2,$18
24/04/2020,Germany,Affiliate_31,36,13,7,25,$896,0,0,$0,6,3,$16,9,3,$19,9,3,$19,11,3,$22
24/04/2020,Germany,Affiliate_33,13,3,1,6,$78,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,Germany,Affiliate_34,27,9,7,28,$500,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,Germany,Rest,83,28,8,73,$640,0,0,$0,1,1,$3,1,1,$3,3,2,$12,3,2,$12
24/04/2020,Japan,Affiliate_27,6,2,1,3,$710,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,Japan,Affiliate_34,1,0,0,0,$36,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,Japan,Rest,5,0,0,2,$73,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,Rest of the world,Affiliate_26,550,227,59,466,"$5,979",4,8,$79,19,8,$121,29,8,$144,34,8,$152,70,8,$215
24/04/2020,Rest of the world,Affiliate_27,301,98,33,219,"$4,183",5,6,$52,11,6,$71,14,8,$114,15,9,$116,22,9,$196
24/04/2020,Rest of the world,Affiliate_28,"1,047",238,51,754,"$3,068",3,4,$5,11,5,$28,24,6,$132,31,7,$175,63,9,$497
24/04/2020,Rest of the world,Affiliate_29,"1,964",759,310,"1,588","$46,110",47,79,$900,226,93,"$2,266",357,119,"$3,833",422,123,"$4,566",796,145,"$8,977"
24/04/2020,Rest of the world,Affiliate_30,612,248,85,503,"$3,406",4,4,$8,11,7,$55,20,12,$95,28,15,$137,54,19,$239
24/04/2020,Rest of the world,Affiliate_31,300,90,17,199,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,Rest of the world,Affiliate_32,"2,734",843,382,"1,899","$79,450",82,137,"$1,506",440,152,"$4,928",685,168,"$7,842",845,176,"$10,176","1,579",201,"$20,182"
24/04/2020,Rest of the world,Affiliate_33,"2,792",604,136,"1,529","$3,968",4,6,$18,15,10,$60,20,15,$87,23,15,$93,31,18,$174
24/04/2020,Rest of the world,Affiliate_34,"1,158",359,161,"1,028","$3,231",5,7,$28,24,11,$185,44,16,$264,50,17,$298,77,22,$379
24/04/2020,Rest of the world,Affiliate_35,168,40,18,104,"$9,226",4,11,$228,30,7,$461,51,8,$727,58,9,$797,70,9,$869
24/04/2020,Rest of the world,Rest,495,137,48,352,"$3,239",5,15,$256,28,8,$392,39,12,$491,42,12,$569,51,13,$689
24/04/2020,Russia,Affiliate_26,898,387,156,852,"$4,140",5,8,$8,39,15,$253,71,21,$329,92,23,$375,150,26,$627
24/04/2020,Russia,Affiliate_28,43,30,7,56,$111,0,0,$0,1,1,$1,1,1,$1,1,1,$1,1,1,$1
24/04/2020,Russia,Affiliate_30,267,107,53,229,"$2,113",2,3,$7,8,5,$13,11,7,$19,11,7,$19,12,8,$28
24/04/2020,Russia,Affiliate_31,1,0,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,Russia,Affiliate_33,212,82,28,170,$447,1,1,$0,5,2,$5,10,2,$8,12,2,$8,25,4,$29
24/04/2020,Russia,Affiliate_34,761,308,128,705,"$3,048",5,20,$336,46,14,$522,64,20,$584,78,20,$633,139,25,$710
24/04/2020,Russia,Rest,153,49,24,126,$713,1,1,$3,2,2,$5,2,2,$5,2,2,$5,2,2,$5
24/04/2020,South Korea,Affiliate_27,3,1,0,1,$108,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,South Korea,Affiliate_28,36,15,2,35,$405,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,South Korea,Rest,17,5,2,16,$366,0,0,$0,0,0,$0,2,1,$26,3,1,$43,6,1,$89
24/04/2020,Spain,Affiliate_26,33,10,4,21,$54,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,Spain,Affiliate_27,20,7,2,13,$409,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,Spain,Affiliate_31,93,38,14,77,$347,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
24/04/2020,Spain,Affiliate_34,44,12,4,32,$373,0,0,$0,3,1,$3,5,1,$16,7,1,$19,19,1,$42
24/04/2020,Spain,Rest,18,4,4,15,$112,0,0,$0,0,0,$0,0,0,$0,0,0,$0,4,1,$9
24/04/2020,UK,Affiliate_27,73,25,9,48,$998,3,4,$59,22,4,$217,31,5,$322,34,5,$342,76,5,$850
24/04/2020,UK,Affiliate_29,448,160,65,366,"$9,189",12,12,$33,36,22,$149,57,25,$275,78,27,$405,174,29,$878
24/04/2020,UK,Affiliate_33,101,36,11,72,$688,2,4,$13,8,4,$22,10,4,$57,10,4,$57,21,5,$130
24/04/2020,UK,Affiliate_34,1,1,1,1,$11,0,0,$0,0,0,$0,0,0,$0,3,1,$20,8,1,$43
24/04/2020,UK,Affiliate_35,1,1,0,1,$0,1,1,$1,2,1,$1,2,1,$1,2,1,$1,2,1,$1
24/04/2020,UK,Rest,514,195,64,419,"$2,264",2,2,$3,17,6,$106,26,9,$145,31,11,$197,78,13,$771
24/04/2020,USA,Affiliate_26,392,196,79,325,"$4,762",7,12,$113,45,17,$260,69,20,$424,84,20,$489,109,21,$715
24/04/2020,USA,Affiliate_27,502,162,62,311,"$11,416",7,19,$267,45,14,$709,61,19,$882,70,20,$998,128,22,"$1,837"
24/04/2020,USA,Affiliate_28,273,113,34,244,"$4,646",4,4,$24,37,12,$377,66,14,$855,85,15,"$1,149",112,18,"$1,545"
24/04/2020,USA,Affiliate_29,"2,525",910,365,"1,992","$61,400",74,139,"$2,019",404,130,"$5,031",628,150,"$7,943",751,155,"$9,847","1,316",174,"$18,229"
24/04/2020,USA,Affiliate_30,277,120,39,242,"$7,740",8,13,$160,45,17,$335,75,20,$548,94,21,$677,206,24,"$1,644"
24/04/2020,USA,Affiliate_31,695,288,121,591,"$11,635",20,43,$473,111,30,"$1,128",152,36,"$1,465",169,36,"$1,586",328,42,"$3,771"
24/04/2020,USA,Affiliate_32,180,64,39,148,"$24,285",16,35,$494,95,23,"$1,341",150,28,"$2,149",174,28,"$2,542",240,28,"$3,818"
24/04/2020,USA,Affiliate_33,328,102,24,237,"$2,552",3,6,$60,19,8,$124,26,11,$183,27,11,$192,38,12,$335
24/04/2020,USA,Affiliate_34,447,133,48,272,"$7,493",7,25,$280,50,12,$565,79,14,$931,91,15,"$1,007",158,18,"$2,033"
24/04/2020,USA,Affiliate_35,142,57,32,112,"$7,809",11,16,$278,55,20,$920,71,21,"$1,183",83,22,"$1,374",156,24,"$2,259"
24/04/2020,USA,Affiliate_36,103,41,6,74,$538,1,2,$2,3,2,$3,3,2,$3,3,2,$3,3,2,$3
24/04/2020,USA,Rest,"3,493",781,277,"2,374","$16,463",44,79,$945,184,67,"$1,769",284,74,"$3,131",321,79,"$3,574",531,89,"$6,220"
25/04/2020,Australia,Affiliate_27,53,20,12,44,$937,1,1,$3,4,2,$10,8,3,$38,8,3,$38,11,3,$69
25/04/2020,Australia,Affiliate_34,54,16,7,39,"$1,197",1,1,$0,5,2,$34,8,2,$77,9,3,$78,12,3,$109
25/04/2020,Australia,Rest,10,1,1,10,$138,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
25/04/2020,Canada,Affiliate_27,32,14,7,30,"$1,174",2,4,$42,10,4,$94,10,4,$94,10,4,$94,11,4,$112
25/04/2020,Canada,Affiliate_31,1,1,0,1,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
25/04/2020,Canada,Affiliate_34,13,5,1,9,$273,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
25/04/2020,Canada,Affiliate_35,7,1,2,7,$445,0,0,$0,3,1,$3,16,1,$114,20,1,$124,49,1,$316
25/04/2020,Canada,Rest,23,6,3,31,$333,1,4,$104,4,1,$104,4,1,$104,4,1,$104,5,1,$110
25/04/2020,France,Affiliate_26,303,126,41,260,"$1,911",1,2,$5,17,4,$77,23,5,$170,23,5,$170,28,6,$236
25/04/2020,France,Affiliate_27,50,18,11,39,"$1,003",3,4,$44,12,4,$114,17,4,$178,17,4,$178,18,4,$184
25/04/2020,France,Affiliate_29,"1,138",447,162,993,"$14,745",18,35,$472,86,41,"$1,002",124,51,"$1,532",135,52,"$1,739",170,56,"$2,071"
25/04/2020,France,Affiliate_30,37,21,12,31,$243,1,1,$1,8,4,$19,10,4,$40,10,4,$40,12,4,$51
25/04/2020,France,Affiliate_31,154,60,25,132,$107,0,0,$0,0,0,$0,4,1,$16,5,1,$22,17,2,$112
25/04/2020,France,Affiliate_34,15,4,2,10,$124,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
25/04/2020,France,Affiliate_35,41,19,9,38,$623,1,1,$18,10,4,$93,13,4,$131,14,4,$156,18,4,$236
25/04/2020,France,Rest,91,38,21,124,$934,1,1,$18,16,5,$145,34,5,$298,44,5,$435,78,6,$853
25/04/2020,Germany,Affiliate_26,16,9,1,15,$48,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
25/04/2020,Germany,Affiliate_27,29,8,4,17,$657,0,0,$0,3,1,$47,3,1,$47,3,1,$47,3,1,$47
25/04/2020,Germany,Affiliate_29,520,198,83,439,"$8,906",14,18,$78,63,26,$663,94,31,"$1,144",116,31,"$1,395",264,36,"$3,362"
25/04/2020,Germany,Affiliate_30,47,25,16,40,$949,0,0,$0,0,0,$0,2,1,$1,3,1,$2,5,1,$8
25/04/2020,Germany,Affiliate_31,35,12,7,30,$896,1,2,$4,2,1,$4,5,2,$27,5,2,$27,5,2,$27
25/04/2020,Germany,Affiliate_33,10,3,3,6,$112,0,0,$0,4,1,$14,11,1,$89,15,1,$166,44,1,$521
25/04/2020,Germany,Affiliate_34,34,12,7,26,$732,0,0,$0,0,0,$0,0,0,$0,0,0,$0,0,0,$0
25/04/2020,Germany,Rest,93,33,14,65,$861,1,1,$19,5,2,$82,8,3,$132,11,3,$183,11,3,$183
