Date,Country,Affiliate,Regs,Ret_Day1,Ret_Day7,Complete_Tutorial,Spend,Depositors_D0,Deposits_D0,Deposit_Amount_D0,Deposits_D1,Depositors_D1,Deposit_Amount_D1,Deposits_D7,Depositors_D7,Deposit_Amount_D7,Deposits_D10,Depositors_D10,Deposit_Amount_D10,Deposits_D30,Depositors_D30,Deposit_Amount_D30,Zone,Month,Day
2020-04-16,France,Affiliate_27,44,17,6,30,635,0,0,0,0,0,0,0,0,0,0,0,0,1,1,19,Europe,4,16
2020-04-16,France,Affiliate_29,727,274,122,596,11534,11,17,195,77,21,909,105,23,1247,133,26,1706,281,28,3359,Europe,4,16
2020-04-16,France,Affiliate_30,33,16,7,30,288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Europe,4,16
2020-04-16,France,Affiliate_31,56,30,17,53,0,1,2,4,10,4,62,16,4,140,25,4,307,45,5,647,Europe,4,16
2020-04-16,France,Affiliate_34,10,3,0,5,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,16
2020-04-16,France,Affiliate_35,10,3,1,7,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,16
2020-04-16,France,Rest,52,16,9,39,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,16
2020-04-16,Germany,Affiliate_26,8,3,2,7,0,0,0,0,0,0,0,1,1,1,2,1,1,4,1,22,Europe,4,16
2020-04-16,Germany,Affiliate_27,29,7,6,17,560,2,4,17,7,3,83,9,3,105,11,3,130,20,3,274,Europe,4,16
2020-04-16,Germany,Affiliate_29,660,223,99,516,12434,11,14,44,84,27,554,100,31,699,123,32,994,205,35,1877,Europe,4,16
2020-04-16,Germany,Affiliate_30,37,15,14,31,640,0,0,0,2,1,13,3,2,19,4,2,19,4,2,19,Europe,4,16
2020-04-16,Germany,Affiliate_31,40,16,5,32,721,2,2,1,4,2,4,4,2,4,4,2,4,4,2,4,Europe,4,16
2020-04-16,Germany,Affiliate_33,103,36,9,73,673,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,Europe,4,16
2020-04-16,Germany,Affiliate_34,89,31,8,70,1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,16
2020-04-16,Germany,Rest,84,24,13,55,631,0,0,0,0,0,0,5,2,36,9,2,134,16,4,210,Europe,4,16
2020-04-16,Japan,Affiliate_27,7,3,1,5,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,16
2020-04-16,Japan,Affiliate_34,20,9,4,16,638,2,4,7,6,2,12,6,2,12,6,2,12,6,2,12,Asia,4,16
2020-04-16,Japan,Rest,40,16,8,36,574,1,1,4,4,3,33,4,3,40,5,3,61,7,3,93,Asia,4,16
2020-04-16,Rest of the world,Affiliate_26,259,93,24,190,149,2,2,11,3,3,11,4,3,13,4,3,13,9,4,68,Rest of the world,4,16
2020-04-16,Rest of the world,Affiliate_27,290,87,29,177,3942,3,4,13,6,4,44,12,5,114,16,6,152,50,9,458,Rest of the world,4,16
2020-04-16,Rest of the world,Affiliate_28,593,164,41,463,3121,3,3,21,9,4,75,16,6,106,18,6,112,27,7,165,Rest of the world,4,16
2020-04-16,Rest of the world,Affiliate_29,2060,778,311,1605,48110,59,93,939,320,114,3185,446,132,4531,526,139,5781,911,157,9365,Rest of the world,4,16
2020-04-16,Rest of the world,Affiliate_30,615,222,67,470,3881,4,4,26,40,12,329,51,16,381,72,19,572,125,21,963,Rest of the world,4,16
2020-04-16,Rest of the world,Affiliate_31,465,149,41,346,280,2,3,5,7,4,47,10,4,64,10,4,64,14,5,93,Rest of the world,4,16
2020-04-16,Rest of the world,Affiliate_32,2291,803,369,1786,68924,86,152,1381,451,158,4342,635,180,6229,776,184,8318,1275,206,13558,Rest of the world,4,16
2020-04-16,Rest of the world,Affiliate_33,5461,1275,267,3038,6887,9,12,78,37,21,295,63,25,474,76,27,540,120,32,1039,Rest of the world,4,16
2020-04-16,Rest of the world,Affiliate_34,2203,711,265,1624,5982,12,20,99,72,27,371,101,29,516,131,30,679,238,38,1261,Rest of the world,4,16
2020-04-16,Rest of the world,Affiliate_35,103,33,12,61,8924,3,6,111,12,5,136,13,6,137,17,7,152,24,7,175,Rest of the world,4,16
2020-04-16,Rest of the world,Rest,863,257,77,673,4413,4,4,18,23,16,91,28,17,132,31,18,141,50,19,223,Rest of the world,4,16
2020-04-16,Russia,Affiliate_26,1000,506,208,976,4640,4,7,13,36,17,187,50,20,226,63,20,276,128,24,497,Europe,4,16
2020-04-16,Russia,Affiliate_28,33,13,5,30,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,16
2020-04-16,Russia,Affiliate_30,266,119,50,240,1284,0,0,0,7,4,9,19,8,44,31,8,99,67,10,286,Europe,4,16
2020-04-16,Russia,Affiliate_31,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,16
2020-04-16,Russia,Affiliate_33,566,199,75,525,988,1,1,3,7,4,12,21,7,33,24,7,36,56,12,163,Europe,4,16
2020-04-16,Russia,Affiliate_34,738,334,164,724,2398,2,2,3,20,13,64,35,16,120,49,18,168,145,28,551,Europe,4,16
2020-04-16,Russia,Rest,373,118,51,299,1379,2,2,10,5,3,28,10,4,31,11,4,53,31,6,99,Europe,4,16
2020-04-16,South Korea,Affiliate_27,1,1,0,1,139,1,1,3,2,1,3,2,1,3,2,1,3,2,1,3,Asia,4,16
2020-04-16,South Korea,Affiliate_28,27,11,0,23,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,16
2020-04-16,South Korea,Rest,33,10,1,28,465,1,1,3,1,1,3,2,2,14,2,2,14,2,2,14,Asia,4,16
2020-04-16,Spain,Affiliate_26,48,17,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,16
2020-04-16,Spain,Affiliate_27,18,6,2,6,462,0,0,0,0,0,0,0,0,0,0,0,0,5,1,36,Europe,4,16
2020-04-16,Spain,Affiliate_31,135,56,13,122,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1,0,Europe,4,16
2020-04-16,Spain,Affiliate_34,138,54,25,105,839,1,1,6,10,3,122,10,3,122,10,3,122,17,4,140,Europe,4,16
2020-04-16,Spain,Rest,21,6,3,28,159,0,0,0,0,0,0,2,1,13,4,1,14,5,2,17,Europe,4,16
2020-04-16,UK,Affiliate_26,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,16
2020-04-16,UK,Affiliate_27,93,34,13,90,992,1,3,9,8,3,20,14,4,39,17,4,76,23,4,107,Europe,4,16
2020-04-16,UK,Affiliate_29,436,145,56,383,9501,13,19,96,59,23,343,96,25,645,113,27,921,174,30,1368,Europe,4,16
2020-04-16,UK,Affiliate_31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,16
2020-04-16,UK,Affiliate_33,254,89,20,181,1960,3,7,69,13,6,122,16,6,159,17,7,160,17,7,160,Europe,4,16
2020-04-16,UK,Affiliate_34,10,2,1,9,72,0,0,0,1,1,10,1,1,10,1,1,10,1,1,10,Europe,4,16
2020-04-16,UK,Affiliate_35,7,4,0,6,351,0,0,0,4,1,80,4,1,80,4,1,80,4,1,80,Europe,4,16
2020-04-16,UK,Rest,548,196,72,409,3370,0,0,0,10,6,69,17,8,102,18,8,108,30,10,252,Europe,4,16
2020-04-16,USA,Affiliate_26,360,173,69,318,3717,11,28,269,72,24,628,88,26,816,101,28,981,127,28,1221,NA,4,16
2020-04-16,USA,Affiliate_27,481,191,60,326,10982,13,21,243,80,24,748,105,28,1050,118,28,1211,195,36,2074,NA,4,16
2020-04-16,USA,Affiliate_28,226,89,33,205,3244,5,5,30,17,9,76,27,13,106,30,13,116,40,14,239,NA,4,16
2020-04-16,USA,Affiliate_29,2989,1057,434,2310,72551,85,169,1599,585,167,5629,837,196,8679,1024,209,11940,1764,230,22676,NA,4,16
2020-04-16,USA,Affiliate_30,280,110,39,241,7311,5,8,57,49,13,421,59,14,547,78,16,829,191,19,2655,NA,4,16
2020-04-16,USA,Affiliate_31,431,182,76,364,10804,12,14,73,47,27,232,63,28,309,73,28,367,109,31,711,NA,4,16
2020-04-16,USA,Affiliate_32,339,137,59,277,23805,16,37,565,102,30,1183,136,32,1641,164,34,2263,314,38,4587,NA,4,16
2020-04-16,USA,Affiliate_33,528,170,58,383,4161,4,9,49,41,9,308,49,11,362,61,11,500,115,11,1303,NA,4,16
2020-04-16,USA,Affiliate_34,795,298,110,556,12884,15,18,151,54,26,476,89,33,708,105,34,873,239,42,1981,NA,4,16
2020-04-16,USA,Affiliate_35,131,51,29,95,7449,11,17,178,36,13,348,38,13,395,48,13,547,85,15,942,NA,4,16
2020-04-16,USA,Affiliate_36,183,66,10,133,685,0,0,0,2,1,1,2,1,1,2,1,1,2,1,1,NA,4,16
2020-04-16,USA,Rest,3098,729,242,1891,19275,32,55,447,198,64,1931,273,77,2762,311,82,3211,513,87,5835,NA,4,16
2020-04-17,Australia,Affiliate_27,44,20,7,33,835,0,0,0,1,1,0,6,3,15,9,3,19,17,4,70,Asia,4,17
2020-04-17,Australia,Affiliate_34,60,20,7,39,1170,0,0,0,2,1,22,5,2,53,5,2,53,7,2,81,Asia,4,17
2020-04-17,Australia,Rest,13,6,1,12,155,0,0,0,4,1,83,7,1,114,7,1,114,7,1,114,Asia,4,17
2020-04-17,Canada,Affiliate_27,45,19,10,31,1122,1,2,62,13,2,248,27,3,515,35,4,589,49,4,732,NA,4,17
2020-04-17,Canada,Affiliate_34,77,27,10,60,1281,2,4,58,10,3,213,12,4,222,15,5,235,22,5,254,NA,4,17
2020-04-17,Canada,Affiliate_35,4,2,1,4,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,17
2020-04-17,Canada,Rest,18,4,1,14,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,17
2020-04-17,France,Affiliate_26,501,228,90,408,9688,5,13,162,29,6,414,36,7,525,38,8,533,46,8,616,Europe,4,17
2020-04-17,France,Affiliate_27,48,20,7,36,870,2,3,47,3,2,47,3,2,47,3,2,47,4,3,51,Europe,4,17
2020-04-17,France,Affiliate_29,923,351,141,784,12213,9,12,93,50,21,399,76,27,604,92,28,818,142,35,1318,Europe,4,17
2020-04-17,France,Affiliate_30,60,23,10,58,297,1,1,1,2,2,3,2,2,3,2,2,3,3,3,6,Europe,4,17
2020-04-17,France,Affiliate_31,443,210,99,445,6680,6,12,146,27,14,284,36,15,400,39,15,428,100,19,1525,Europe,4,17
2020-04-17,France,Affiliate_34,19,5,3,12,172,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,Europe,4,17
2020-04-17,France,Affiliate_35,17,7,4,12,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,17
2020-04-17,France,Rest,76,18,10,63,670,1,1,10,1,1,10,1,1,10,1,1,10,1,1,10,Europe,4,17
2020-04-17,Germany,Affiliate_26,42,16,5,30,407,0,0,0,4,2,59,5,2,90,5,2,90,17,3,236,Europe,4,17
2020-04-17,Germany,Affiliate_27,19,7,3,8,557,1,1,10,3,2,35,4,2,63,7,2,95,8,2,114,Europe,4,17
2020-04-17,Germany,Affiliate_29,605,241,80,486,12192,10,16,78,52,28,308,66,31,456,71,33,559,130,37,1170,Europe,4,17
2020-04-17,Germany,Affiliate_30,34,8,6,31,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,17
2020-04-17,Germany,Affiliate_31,33,15,5,26,721,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Europe,4,17
2020-04-17,Germany,Affiliate_33,118,40,12,92,704,2,4,61,5,2,83,7,3,120,7,3,120,9,4,139,Europe,4,17
2020-04-17,Germany,Affiliate_34,114,45,19,88,1898,3,9,110,16,5,174,28,5,380,41,5,560,80,7,959,Europe,4,17
2020-04-17,Germany,Rest,98,28,12,72,701,0,0,0,0,0,0,0,0,0,0,0,0,2,1,9,Europe,4,17
2020-04-17,Japan,Affiliate_27,5,1,0,2,568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,17
2020-04-17,Japan,Affiliate_34,55,27,15,45,1731,2,2,11,26,8,506,40,8,946,41,8,950,53,8,1072,Asia,4,17
2020-04-17,Japan,Rest,46,18,4,45,637,3,4,44,5,4,45,5,4,45,5,4,45,5,4,45,Asia,4,17
2020-04-17,Rest of the world,Affiliate_26,687,261,70,566,1671,9,11,84,30,14,192,35,16,250,37,16,264,87,17,474,Rest of the world,4,17
2020-04-17,Rest of the world,Affiliate_27,327,108,33,238,4582,4,8,86,11,5,92,19,6,121,20,6,137,41,7,196,Rest of the world,4,17
2020-04-17,Rest of the world,Affiliate_28,565,189,60,485,3052,7,15,247,35,9,521,59,13,897,80,13,1156,151,15,1624,Rest of the world,4,17
2020-04-17,Rest of the world,Affiliate_29,2218,840,329,1670,49113,50,92,860,282,104,3095,409,111,5320,494,120,6564,961,145,12726,Rest of the world,4,17
2020-04-17,Rest of the world,Affiliate_30,741,272,97,607,4040,3,3,4,20,11,65,45,14,216,61,14,319,126,17,849,Rest of the world,4,17
2020-04-17,Rest of the world,Affiliate_31,389,131,41,305,200,2,3,4,5,2,8,5,2,8,5,2,8,5,2,8,Rest of the world,4,17
2020-04-17,Rest of the world,Affiliate_32,2329,797,378,1736,72099,60,109,1105,406,131,4067,547,150,5803,671,158,7277,1241,180,13972,Rest of the world,4,17
2020-04-17,Rest of the world,Affiliate_33,6117,1481,333,3555,8029,14,18,120,64,27,394,96,29,592,110,29,677,195,35,1067,Rest of the world,4,17
2020-04-17,Rest of the world,Affiliate_34,2539,840,312,2050,7479,12,18,74,46,20,241,70,26,327,92,33,425,209,41,920,Rest of the world,4,17
2020-04-17,Rest of the world,Affiliate_35,91,23,12,48,8640,2,2,1,12,3,55,16,3,78,20,4,89,31,4,166,Rest of the world,4,17
2020-04-17,Rest of the world,Rest,946,276,102,706,4812,7,12,120,36,15,198,56,17,365,70,17,564,197,24,2694,Rest of the world,4,17
2020-04-17,Russia,Affiliate_26,1141,534,246,1068,8089,8,12,47,47,18,194,69,21,338,83,22,426,192,32,816,Europe,4,17
2020-04-17,Russia,Affiliate_28,31,13,6,33,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,17
2020-04-17,Russia,Affiliate_30,304,142,71,266,1463,4,5,22,23,7,98,36,8,124,46,9,158,110,10,332,Europe,4,17
2020-04-17,Russia,Affiliate_31,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,17
2020-04-17,Russia,Affiliate_33,589,217,73,472,1120,2,3,4,17,6,38,26,7,56,32,7,71,71,10,192,Europe,4,17
2020-04-17,Russia,Affiliate_34,757,318,184,695,3213,7,12,39,40,15,195,58,20,279,69,22,351,169,30,815,Europe,4,17
2020-04-17,Russia,Rest,269,82,45,228,1138,1,1,1,5,3,8,12,4,15,15,4,18,50,6,61,Europe,4,17
2020-04-17,South Korea,Affiliate_27,6,1,1,4,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,17
2020-04-17,South Korea,Affiliate_28,24,16,1,22,198,0,0,0,0,0,0,1,1,6,1,1,6,1,1,6,Asia,4,17
2020-04-17,South Korea,Rest,33,8,2,26,535,1,1,9,1,1,9,1,1,9,1,1,9,1,1,9,Asia,4,17
2020-04-17,Spain,Affiliate_26,34,7,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,17
2020-04-17,Spain,Affiliate_27,15,2,0,11,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,17
2020-04-17,Spain,Affiliate_31,206,77,9,164,198,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,Europe,4,17
2020-04-17,Spain,Affiliate_34,140,47,21,103,928,0,0,0,1,1,6,2,1,8,2,1,8,2,1,8,Europe,4,17
2020-04-17,Spain,Rest,23,6,5,22,163,0,0,0,1,1,3,2,2,13,4,2,21,5,2,45,Europe,4,17
2020-04-17,UK,Affiliate_27,92,36,12,61,1051,1,1,1,7,4,16,10,4,21,10,4,21,26,4,46,Europe,4,17
2020-04-17,UK,Affiliate_29,585,219,96,548,9850,15,36,234,102,33,687,141,38,922,172,39,1163,312,45,2116,Europe,4,17
2020-04-17,UK,Affiliate_33,249,94,23,174,1812,1,1,0,2,2,2,3,3,12,3,3,12,11,4,60,Europe,4,17
2020-04-17,UK,Affiliate_34,17,4,4,18,137,0,0,0,0,0,0,1,1,2,3,1,3,36,2,129,Europe,4,17
2020-04-17,UK,Affiliate_35,7,2,0,4,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,17
2020-04-17,UK,Rest,570,194,69,432,2571,5,7,21,13,7,48,27,8,119,29,8,125,43,9,183,Europe,4,17
2020-04-17,USA,Affiliate_26,945,451,142,804,17129,10,12,71,83,32,1034,107,34,1385,124,36,1527,206,37,2979,NA,4,17
2020-04-17,USA,Affiliate_27,497,190,71,356,11439,10,18,264,53,23,606,69,25,707,81,26,804,115,28,1626,NA,4,17
2020-04-17,USA,Affiliate_28,248,86,29,258,5180,6,14,143,30,11,278,39,12,501,53,12,797,99,15,1555,NA,4,17
2020-04-17,USA,Affiliate_29,3148,1176,430,2510,71006,87,168,1622,436,161,4310,627,182,6617,757,192,8291,1300,214,14354,NA,4,17
2020-04-17,USA,Affiliate_30,272,105,40,217,5330,4,8,55,37,16,271,52,17,386,55,17,421,110,19,845,NA,4,17
2020-04-17,USA,Affiliate_31,890,395,183,758,28534,21,41,604,136,47,1723,182,53,2108,221,57,2572,406,69,4024,NA,4,17
2020-04-17,USA,Affiliate_32,331,143,74,255,26400,27,47,490,159,45,1903,242,51,3002,279,53,3435,522,56,6822,NA,4,17
2020-04-17,USA,Affiliate_33,544,160,47,364,4680,7,12,82,23,9,197,29,10,261,38,12,444,58,12,892,NA,4,17
2020-04-17,USA,Affiliate_34,847,317,104,610,15695,19,30,281,91,30,1247,155,34,2316,183,36,2937,305,39,4345,NA,4,17
2020-04-17,USA,Affiliate_35,105,49,19,75,7418,4,4,27,21,12,132,31,13,200,33,14,207,53,16,277,NA,4,17
2020-04-17,USA,Affiliate_36,178,70,16,126,695,3,5,22,10,4,54,10,4,54,11,4,57,14,5,75,NA,4,17
2020-04-17,USA,Rest,3175,757,222,1891,20245,29,60,426,145,51,1051,215,58,1641,251,62,1872,418,67,3076,NA,4,17
2020-04-18,Australia,Affiliate_27,66,24,13,54,838,3,3,1,14,4,81,31,4,267,41,5,431,90,5,1031,Asia,4,18
2020-04-18,Australia,Affiliate_34,84,39,16,70,1519,0,0,0,4,3,18,4,3,18,4,3,18,9,4,44,Asia,4,18
2020-04-18,Australia,Rest,12,2,0,12,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,18
2020-04-18,Canada,Affiliate_27,43,15,6,30,969,2,3,13,3,2,13,4,2,19,4,2,19,4,2,19,NA,4,18
2020-04-18,Canada,Affiliate_34,82,30,18,60,1455,0,0,0,27,2,443,45,3,930,49,3,1035,78,5,1538,NA,4,18
2020-04-18,Canada,Affiliate_35,7,3,1,7,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4,18
2020-04-18,Canada,Rest,19,8,5,18,202,1,4,11,10,2,32,14,2,45,17,2,50,41,2,109,NA,4,18
2020-04-18,France,Affiliate_26,441,210,91,395,9932,4,4,19,14,9,134,19,11,172,20,12,174,39,12,363,Europe,4,18
2020-04-18,France,Affiliate_27,53,18,6,32,937,0,0,0,4,4,19,4,4,20,4,4,20,15,4,46,Europe,4,18
2020-04-18,France,Affiliate_29,973,388,135,833,11919,19,28,197,60,31,527,84,35,1001,100,36,1215,142,42,1658,Europe,4,18
2020-04-18,France,Affiliate_30,48,26,10,47,107,1,2,13,5,1,120,6,1,133,7,2,133,20,2,148,Europe,4,18
2020-04-18,France,Affiliate_31,359,179,77,337,9074,5,10,79,22,6,284,27,7,355,32,10,419,48,12,633,Europe,4,18
2020-04-18,France,Affiliate_34,29,10,6,20,260,1,1,3,3,3,16,3,3,16,3,3,16,3,3,16,Europe,4,18
2020-04-18,France,Affiliate_35,23,9,6,16,518,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,Europe,4,18
2020-04-18,France,Rest,65,31,11,54,586,0,0,0,4,2,81,7,3,92,8,3,94,14,4,179,Europe,4,18
2020-04-18,Germany,Affiliate_26,27,14,4,25,1420,1,3,81,8,3,165,23,3,572,28,3,650,58,3,1327,Europe,4,18
2020-04-18,Germany,Affiliate_27,21,7,3,12,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,18
2020-04-18,Germany,Affiliate_29,631,242,99,515,9481,11,20,141,61,28,414,90,32,667,101,36,768,176,40,1425,Europe,4,18
2020-04-18,Germany,Affiliate_30,63,30,17,57,524,2,3,11,9,3,71,12,4,109,14,4,143,38,6,457,Europe,4,18
2020-04-18,Germany,Affiliate_31,27,10,4,19,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,18
2020-04-18,Germany,Affiliate_33,157,58,20,115,975,1,1,1,5,3,24,7,4,32,7,4,32,15,4,155,Europe,4,18
2020-04-18,Germany,Affiliate_34,137,52,24,97,2436,1,1,6,4,3,20,8,3,52,15,3,112,52,5,454,Europe,4,18
2020-04-18,Germany,Rest,110,35,16,89,781,1,1,10,4,2,30,6,2,54,7,3,57,19,5,263,Europe,4,18
2020-04-18,Japan,Affiliate_27,16,5,2,12,733,2,2,7,6,3,69,7,3,91,7,3,91,15,3,221,Asia,4,18
2020-04-18,Japan,Affiliate_34,69,27,12,56,2135,1,1,1,6,3,36,12,4,45,13,4,47,23,4,74,Asia,4,18
2020-04-18,Japan,Rest,75,30,15,58,1084,1,2,21,3,2,22,12,3,71,14,3,81,24,4,147,Asia,4,18
2020-04-18,Rest of the world,Affiliate_26,760,294,72,658,5273,13,23,126,39,18,394,61,20,1387,74,20,1695,93,20,2098,Rest of the world,4,18
2020-04-18,Rest of the world,Affiliate_27,373,143,60,262,4881,11,20,115,52,17,367,70,19,472,73,19,473,100,22,922,Rest of the world,4,18
2020-04-18,Rest of the world,Affiliate_28,955,264,63,810,2682,4,7,30,20,9,142,27,11,182,28,11,183,40,17,260,Rest of the world,4,18
2020-04-18,Rest of the world,Affiliate_29,2490,972,387,1958,42139,78,137,1322,408,140,4112,558,157,6079,650,161,6759,1099,180,12135,Rest of the world,4,18
2020-04-18,Rest of the world,Affiliate_30,821,316,107,656,3446,9,15,91,71,24,476,113,34,868,125,36,964,286,39,3092,Rest of the world,4,18
2020-04-18,Rest of the world,Affiliate_31,367,123,38,285,100,0,0,0,0,0,0,1,1,0,3,3,4,4,4,7,Rest of the world,4,18
2020-04-18,Rest of the world,Affiliate_32,2204,804,353,1725,73249,85,155,1387,438,162,3620,627,182,5150,741,192,5956,1327,216,10757,Rest of the world,4,18
2020-04-18,Rest of the world,Affiliate_33,6453,1572,357,3694,8766,10,23,150,68,19,452,112,25,887,147,27,1110,318,32,2442,Rest of the world,4,18
2020-04-18,Rest of the world,Affiliate_34,2916,883,342,2168,8268,17,21,64,58,28,225,88,34,440,103,34,507,218,41,1001,Rest of the world,4,18
2020-04-18,Rest of the world,Affiliate_35,113,39,20,78,8652,7,12,82,33,11,221,51,12,422,58,12,492,134,12,1645,Rest of the world,4,18
2020-04-18,Rest of the world,Rest,1091,292,101,816,5667,9,11,40,27,16,145,41,18,272,50,18,383,94,22,1015,Rest of the world,4,18
2020-04-18,Russia,Affiliate_26,1448,739,325,1466,11294,16,23,120,87,34,408,143,39,683,169,44,771,299,53,1449,Europe,4,18
2020-04-18,Russia,Affiliate_28,47,26,6,47,106,0,0,0,0,0,0,1,1,3,2,1,4,9,1,17,Europe,4,18
2020-04-18,Russia,Affiliate_30,334,172,81,304,1061,5,10,46,27,16,84,53,20,250,67,22,355,162,26,1505,Europe,4,18
2020-04-18,Russia,Affiliate_31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,18
2020-04-18,Russia,Affiliate_33,589,219,82,473,1110,2,3,5,10,5,17,20,7,41,28,7,56,39,9,87,Europe,4,18
2020-04-18,Russia,Affiliate_34,933,394,182,859,3975,6,8,15,33,17,113,55,22,216,75,23,289,162,33,706,Europe,4,18
2020-04-18,Russia,Rest,201,62,27,202,896,1,1,3,7,2,72,8,2,89,8,2,89,20,4,179,Europe,4,18
2020-04-18,South Korea,Affiliate_27,4,1,0,2,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,18
2020-04-18,South Korea,Affiliate_28,45,29,2,40,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Asia,4,18
2020-04-18,South Korea,Rest,59,18,6,59,1203,2,4,73,5,2,85,8,4,90,8,4,90,14,4,171,Asia,4,18
2020-04-18,Spain,Affiliate_26,33,12,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,18
2020-04-18,Spain,Affiliate_27,29,7,3,14,475,0,0,0,0,0,0,1,1,2,1,1,2,1,1,2,Europe,4,18
2020-04-18,Spain,Affiliate_31,172,73,22,140,1110,2,2,10,6,3,27,12,5,56,13,5,58,25,6,172,Europe,4,18
2020-04-18,Spain,Affiliate_34,115,37,17,77,850,4,6,48,8,4,50,10,4,53,10,4,53,17,6,116,Europe,4,18
2020-04-18,Spain,Rest,17,3,1,12,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,18
2020-04-18,UK,Affiliate_26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,18
2020-04-18,UK,Affiliate_27,125,54,22,97,1392,4,15,148,44,4,659,69,5,1130,87,5,1554,160,6,3070,Europe,4,18
2020-04-18,UK,Affiliate_29,578,240,109,508,8586,22,37,160,118,39,875,165,44,1337,206,45,1693,409,51,3801,Europe,4,18
2020-04-18,UK,Affiliate_31,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Europe,4,18
2020-04-18,UK,Affiliate_33,249,93,26,169,1808,1,1,3,5,4,8,5,4,8,5,4,8,6,4,10,Europe,4,18
2020-04-18,UK,Affiliate_34,16,5,4,13,142,0,0,0,2,1,1,2,1,1,2,1,1,4,1,3,Europe,4,18
2020-04-18,UK,Affiliate_35,13,4,2,10,356,2,2,7,7,2,32,8,2,33,11,2,43,18,2,92,Europe,4,18
2020-04-18,UK,Rest,706,260,110,612,3119,9,15,86,49,13,394,70,16,572,81,17,676,140,20,1440,Europe,4,18
2020-04-18,USA,Affiliate_26,1824,830,345,1610,40587,42,62,344,182,81,1030,286,93,1912,329,95,2308,577,104,4715,NA,4,18
2020-04-18,USA,Affiliate_27,646,264,108,500,12925,16,28,183,99,32,1093,163,35,1954,206,37,2513,421,41,5817,NA,4,18
2020-04-18,USA,Affiliate_28,304,113,39,263,4904,10,19,124,53,16,405,82,20,616,92,20,696,145,22,1310,NA,4,18
2020-04-18,USA,Affiliate_29,3374,1204,489,2639,64487,100,183,1865,500,175,5480,724,196,8784,856,209,10519,1393,232,16786,NA,4,18
2020-04-18,USA,Affiliate_30,306,155,74,265,4943,14,27,140,97,25,1174,173,30,2279,228,32,2952,513,38,7504,NA,4,18
2020-04-18,USA,Affiliate_31,1567,722,301,1346,64245,48,84,893,228,81,2280,332,99,3645,392,102,4424,692,114,8500,NA,4,18
2020-04-18,USA,Affiliate_32,341,139,79,273,25384,17,45,608,143,36,1801,227,40,2935,266,42,3298,514,46,6023,NA,4,18
2020-04-18,USA,Affiliate_33,636,186,55,474,5789,14,24,182,56,20,600,82,20,1158,103,20,1566,174,21,3281,NA,4,18
